MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
967003,Ana,0,0,0,0,6.1,6.8,6.1,5.4,1.0,14,5,3,EXATAS
965182,Ana,0,0,0,0,6.5,4.6,5.8,4.7,0.0,8,0,6,EXATAS
823379,Ana,1,3,3,3,0.0,0.0,0.0,0.0,1.0,4,1,4,DIFICULDADE
114111,Ana,3,1,1,1,0.0,0.0,0.0,0.0,-1.0,0,1,7,DIFICULDADE
906012,Ana,0,0,0,0,5.9,6.3,5.0,-1.0,1.0,3,2,6,EXATAS
394649,Ana,0,0,0,0,7.2,6.9,7.2,6.5,0.0,10,6,1,HUMANAS
951152,Ana,0,0,0,0,7.2,6.6,7.8,7.4,1.0,9,5,3,HUMANAS
980400,Ana,0,0,0,0,6.1,5.7,5.0,6.0,1.0,3,2,5,EXATAS
966167,Ana,0,0,0,0,6.1,5.5,5.1,-1.0,0.0,2,5,3,EXATAS
242860,Ana,3,1,1,1,0.0,0.0,0.0,-1.0,1.0,0,0,6,DIFICULDADE
704822,Ana,0,0,0,0,6.3,5.6,5.0,5.4,-1.0,4,2,1,EXATAS
316273,Ana,0,0,0,0,7.8,7.7,6.6,6.2,1.0,4,5,3,HUMANAS
728414,Ana,0,0,0,0,6.4,5.2,6.6,4.8,-1.0,5,5,3,HUMANAS
412500,Ana,0,0,0,0,6.7,6.3,7.5,6.5,1.0,2,4,3,HUMANAS
180561,Ana,0,0,0,0,6.1,5.4,5.1,5.4,0.0,8,3,5,EXATAS
349202,Ana,0,0,0,0,6.8,7.1,5.9,5.5,1.0,10,5,2,MUITO_BOM
136459,Ana,0,0,0,0,5.8,5.5,5.5,5.4,-1.0,1,2,5,DIFICULDADE
638357,Ana,0,0,0,0,5.3,5.5,5.0,5.8,-1.0,3,2,3,EXATAS
672005,Ana,1,1,3,3,0.0,0.0,0.0,0.0,1.0,2,3,5,DIFICULDADE
786171,Ana,0,0,0,0,6.1,7.4,8.2,7.4,1.0,5,6,4,MUITO_BOM
559118,Ana,3,1,1,1,0.0,0.0,0.0,0.0,1.0,11,3,5,DIFICULDADE
736909,Ana,0,0,0,0,7.1,7.0,5.4,6.1,1.0,5,6,3,EXATAS
292357,Ana,0,0,1,1,6.2,5.9,0.0,0.0,0.0,6,5,3,DIFICULDADE
639447,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,3,5,6,DIFICULDADE
281938,Ana,0,0,0,0,5.7,5.0,4.7,4.7,1.0,2,1,7,DIFICULDADE
724123,Ana,0,0,0,0,7.0,6.5,7.7,-1.0,1.0,16,6,1,HUMANAS
967547,Ana,0,0,0,0,6.7,6.5,6.2,-1.0,1.0,4,5,4,EXATAS
851636,Ana,0,0,0,0,6.0,5.9,6.9,-1.0,0.0,2,2,4,HUMANAS
695654,Ana,0,0,0,0,6.4,5.9,6.5,-1.0,0.0,1,0,3,EXATAS
849686,Ana,0,0,0,0,6.4,7.1,5.2,5.9,1.0,6,5,4,EXATAS
997379,Ana,0,0,0,0,5.8,5.7,6.1,5.0,0.0,4,0,3,EXATAS
990504,Ana,0,0,0,0,6.2,4.5,4.7,5.3,1.0,2,5,3,EXATAS
479110,Ana,0,0,0,0,4.8,4.9,5.1,6.8,0.0,4,2,5,EXATAS
958699,Ana,0,0,0,0,6.3,6.4,6.9,5.8,-1.0,4,5,3,HUMANAS
224841,Ana,0,0,0,0,7.6,7.4,7.3,5.4,-1.0,15,0,3,HUMANAS
668901,Ana,0,0,0,0,7.7,8.4,8.8,7.4,0.0,12,6,1,MUITO_BOM
642911,Ana,0,0,0,0,6.5,7.5,5.9,6.8,-1.0,9,5,3,EXATAS
391554,Ana,0,0,0,0,6.7,5.3,5.2,5.8,1.0,2,5,3,EXATAS
166471,Ana,0,0,0,0,6.4,7.0,8.1,-1.0,0.0,2,4,3,HUMANAS
527897,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,7,DIFICULDADE
347171,Ana,0,0,0,0,5.5,5.3,4.5,5.7,-1.0,1,2,6,DIFICULDADE
650633,Ana,0,0,0,0,4.7,4.1,4.6,4.5,1.0,3,6,3,DIFICULDADE
742820,Ana,0,0,0,0,5.2,4.9,5.1,4.9,1.0,2,5,3,DIFICULDADE
112536,Ana,0,0,0,0,6.0,5.4,6.3,6.2,-1.0,4,2,4,EXATAS
975612,Ana,0,0,0,0,6.0,5.4,6.2,5.2,0.0,3,2,5,EXATAS
107711,Ana,0,0,0,0,6.6,6.8,7.5,7.5,1.0,3,3,6,MUITO_BOM
642017,Ana,0,0,0,0,4.2,4.5,5.4,-1.0,0.0,3,5,5,EXATAS
811805,Ana,0,0,0,0,7.5,7.1,7.0,5.7,0.0,15,7,1,HUMANAS
370992,Ana,0,0,0,0,7.8,8.8,9.1,7.5,1.0,11,5,3,EXCELENTE
607869,Ana,0,0,0,0,6.0,5.5,5.3,5.4,1.0,9,5,3,DIFICULDADE
194386,Ana,0,0,0,0,6.3,5.0,5.4,5.3,1.0,9,5,3,EXATAS
504883,Ana,0,0,0,0,4.5,4.3,4.9,4.3,1.0,4,2,2,DIFICULDADE
365116,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,4,0,4,DIFICULDADE
897218,Ana,0,0,0,0,7.0,7.2,5.7,5.8,0.0,9,3,3,EXATAS
990205,Ana,1,1,1,3,0.0,0.0,0.0,-1.0,0.0,7,5,3,DIFICULDADE
115237,Ana,0,0,0,0,6.6,6.1,7.8,-1.0,1.0,4,0,4,HUMANAS
547542,Ana,0,0,0,0,7.5,7.4,9.3,7.1,0.0,7,5,3,HUMANAS
669675,Ana,0,0,0,0,7.0,6.6,6.9,6.7,1.0,5,2,3,HUMANAS
849400,Ana,0,0,0,0,6.7,6.5,7.6,-1.0,1.0,5,5,3,HUMANAS
305521,Ana,0,0,0,0,6.3,6.4,5.7,4.6,1.0,3,2,6,EXATAS
153644,Ana,0,0,0,0,6.3,7.3,6.3,-1.0,-1.0,5,3,4,MUITO_BOM
254095,Ana,3,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
412261,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,1,6,DIFICULDADE
369763,Ana,0,0,0,0,6.7,6.1,4.8,6.6,0.0,7,4,2,EXATAS
535609,Ana,0,0,3,1,6.0,5.9,0.0,0.0,0.0,2,2,5,DIFICULDADE
397804,Ana,1,3,1,1,0.0,0.0,0.0,-1.0,1.0,5,2,6,DIFICULDADE
665279,Ana,0,0,0,0,5.8,4.3,4.7,-1.0,1.0,5,2,6,DIFICULDADE
886748,Ana,3,1,1,1,0.0,0.0,0.0,0.0,-1.0,3,5,3,DIFICULDADE
721433,Ana,0,0,0,0,6.2,5.5,5.4,5.2,-1.0,1,2,4,EXATAS
206433,Ana,0,0,0,0,6.2,5.9,5.3,-1.0,1.0,5,1,7,EXATAS
400184,Ana,0,0,0,0,6.2,6.1,4.5,6.2,-1.0,4,5,4,EXATAS
454793,Ana,0,0,0,0,6.8,6.0,6.1,-1.0,1.0,4,5,2,EXATAS
281631,Ana,0,0,0,0,6.3,6.8,5.7,5.7,1.0,2,3,4,EXATAS
484295,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,-1.0,1,2,4,DIFICULDADE
648236,Ana,0,0,0,0,6.0,4.9,5.0,4.8,1.0,7,5,3,EXATAS
921691,Ana,0,0,0,0,5.8,5.4,4.9,4.7,1.0,5,1,6,DIFICULDADE
289101,Ana,0,0,0,0,7.5,7.5,8.0,-1.0,0.0,9,5,2,MUITO_BOM
950716,Ana,0,0,0,0,6.2,5.2,6.0,4.7,0.0,2,0,5,EXATAS
544480,Ana,0,0,0,0,5.9,5.3,6.5,5.6,-1.0,2,1,4,EXATAS
103944,Ana,0,0,0,0,7.3,6.8,7.9,6.5,1.0,13,3,5,HUMANAS
284057,Ana,0,0,3,3,6.8,6.7,0.0,0.0,1.0,2,4,4,DIFICULDADE
462153,Ana,0,0,0,0,6.8,7.0,6.0,6.6,-1.0,15,5,3,EXATAS
667935,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,8,DIFICULDADE
463993,Ana,1,1,1,3,0.0,0.0,0.0,0.0,-1.0,5,2,4,DIFICULDADE
544018,Ana,0,0,0,0,5.2,4.8,5.3,5.9,1.0,10,5,3,DIFICULDADE
391473,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,4,2,6,DIFICULDADE
435913,Ana,0,0,0,0,5.7,6.5,8.5,6.5,0.0,4,4,3,HUMANAS
303562,Ana,0,0,0,0,6.0,6.6,5.0,5.8,1.0,0,0,5,DIFICULDADE
181458,Ana,0,0,0,0,5.8,6.1,6.0,-1.0,0.0,4,2,5,EXATAS
711714,Ana,1,1,3,1,0.0,0.0,0.0,-1.0,1.0,6,3,5,DIFICULDADE
920453,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,5,2,DIFICULDADE
997968,Ana,0,0,0,0,6.3,7.0,5.6,6.3,1.0,9,4,3,EXATAS
444585,Ana,0,0,0,0,7.2,6.8,6.1,5.9,-1.0,5,3,5,EXATAS
117205,Ana,0,0,0,0,6.6,6.1,4.7,6.5,-1.0,2,0,3,EXATAS
423064,Ana,0,0,0,0,5.8,5.8,5.9,5.5,1.0,3,0,4,EXATAS
885300,Ana,0,0,0,0,5.9,5.5,4.9,4.4,1.0,2,2,6,EXATAS
975902,Ana,0,0,0,0,7.5,7.3,7.8,6.3,1.0,10,5,3,EXCELENTE
201641,Ana,0,0,0,0,6.7,6.7,5.3,5.7,-1.0,2,2,4,EXATAS
755306,Ana,0,0,0,0,6.6,6.0,4.6,5.5,1.0,0,4,7,EXATAS
331076,Ana,0,0,0,0,5.8,6.9,5.5,5.9,1.0,3,2,3,MUITO_BOM
866241,Ana,3,1,1,3,0.0,0.0,0.0,0.0,-1.0,2,0,6,DIFICULDADE
341940,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
346057,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,6,0,3,DIFICULDADE
362984,Ana,0,0,0,0,7.8,8.0,9.1,-1.0,0.0,13,7,2,HUMANAS
959532,Ana,0,0,0,0,8.0,8.1,8.7,7.6,0.0,17,3,1,EXCELENTE
750309,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,5,5,3,DIFICULDADE
303494,Ana,0,0,0,0,6.3,6.5,6.3,4.8,1.0,3,5,3,EXATAS
866130,Ana,0,0,0,0,6.6,6.4,5.4,6.9,1.0,4,2,6,EXATAS
195677,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,0,3,4,DIFICULDADE
765458,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,3,3,DIFICULDADE
462287,Ana,0,0,0,0,7.3,7.4,5.9,6.5,1.0,2,1,6,EXATAS
585921,Ana,0,0,0,0,6.8,6.9,7.9,5.6,0.0,12,5,1,HUMANAS
422239,Ana,1,3,1,1,0.0,0.0,0.0,0.0,-1.0,2,5,6,DIFICULDADE
166553,Ana,0,0,0,0,6.4,5.1,6.3,5.1,1.0,2,2,4,EXATAS
106855,Ana,0,0,0,0,6.2,6.0,5.8,6.7,0.0,4,6,3,EXATAS
525207,Ana,0,0,0,0,5.9,6.3,5.2,-1.0,1.0,4,2,3,EXATAS
341631,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,3,5,DIFICULDADE
693815,Ana,0,0,0,0,7.3,7.1,5.7,6.7,0.0,6,5,2,EXATAS
689707,Ana,0,0,0,0,7.1,6.5,5.9,6.5,1.0,3,0,6,EXATAS
965484,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,3,1,6,DIFICULDADE
430957,Ana,0,0,0,0,6.3,5.8,5.1,6.0,-1.0,2,2,6,EXATAS
519599,Ana,0,0,0,0,6.1,5.8,6.4,-1.0,1.0,2,5,3,EXATAS
520391,Ana,1,1,3,1,0.0,0.0,0.0,0.0,-1.0,5,4,3,DIFICULDADE
969582,Ana,0,0,0,0,6.4,4.4,5.7,6.1,1.0,0,2,5,EXATAS
861852,Ana,0,0,0,0,6.6,6.5,4.8,6.0,1.0,3,0,8,EXATAS
983267,Ana,0,0,0,0,6.8,6.8,5.9,6.6,0.0,5,3,3,EXATAS
810435,Ana,0,0,0,0,5.7,5.6,5.3,4.7,1.0,6,5,4,EXATAS
740038,Ana,1,3,1,3,0.0,0.0,0.0,0.0,0.0,2,5,4,DIFICULDADE
204697,Ana,0,0,0,0,4.3,5.7,6.1,6.1,0.0,5,3,4,EXATAS
682725,Ana,0,0,0,0,6.6,6.8,7.5,6.0,0.0,2,5,3,HUMANAS
949546,Ana,0,0,0,0,5.4,6.0,6.9,4.9,1.0,2,3,3,HUMANAS
153535,Ana,0,0,0,0,5.7,5.7,6.5,5.4,1.0,2,1,7,EXATAS
999224,Ana,0,0,0,0,7.1,6.5,5.1,5.9,0.0,3,2,6,EXATAS
944748,Ana,0,0,0,0,5.3,5.5,5.6,5.6,0.0,3,2,3,DIFICULDADE
514578,Ana,0,0,0,0,4.7,5.6,5.2,-1.0,0.0,12,2,4,DIFICULDADE
120441,Ana,0,0,0,0,5.4,5.3,6.0,4.3,-1.0,1,5,5,EXATAS
576671,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0,1,6,DIFICULDADE
397186,Ana,0,0,0,0,5.8,6.3,5.3,-1.0,-1.0,3,2,5,EXATAS
777402,Ana,0,0,0,0,5.8,5.7,5.2,4.4,1.0,3,1,7,DIFICULDADE
546767,Ana,0,0,0,0,4.9,5.4,6.2,5.5,0.0,1,2,6,DIFICULDADE
472982,Ana,0,0,0,0,6.3,5.6,6.6,5.7,-1.0,3,2,3,HUMANAS
209672,Ana,0,0,0,0,6.7,6.5,5.4,6.1,-1.0,14,4,3,EXATAS
202126,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
943845,Ana,0,0,0,0,7.2,6.9,6.1,5.8,0.0,3,7,3,EXATAS
374907,Ana,0,0,0,0,6.9,6.6,6.2,-1.0,1.0,4,4,2,EXATAS
500026,Ana,0,0,0,0,6.5,6.8,7.4,7.3,1.0,6,6,3,HUMANAS
813136,Ana,0,0,0,0,7.0,6.1,6.3,6.2,1.0,17,4,2,MUITO_BOM
997927,Ana,0,0,0,0,6.3,6.4,4.9,6.3,1.0,12,5,5,EXATAS
704432,Ana,0,0,0,0,5.6,4.6,5.2,5.5,1.0,4,3,4,DIFICULDADE
715163,Ana,0,0,0,0,5.1,4.2,6.2,5.6,1.0,4,4,4,DIFICULDADE
578910,Ana,0,0,0,0,5.0,4.4,5.2,-1.0,-1.0,3,5,6,DIFICULDADE
596731,Ana,0,0,0,0,7.5,6.9,6.7,7.0,1.0,13,2,1,MUITO_BOM
525941,Ana,0,0,0,0,5.9,5.1,4.9,5.7,0.0,16,5,8,EXATAS
382607,Ana,0,0,0,0,6.3,6.4,6.0,4.6,-1.0,11,5,2,EXATAS
914541,Ana,0,0,0,0,6.1,5.0,5.1,4.9,1.0,2,3,6,DIFICULDADE
860327,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,3,4,DIFICULDADE
468036,Ana,0,0,0,0,5.6,5.8,5.4,4.7,1.0,6,5,3,DIFICULDADE
628360,Ana,1,3,3,1,0.0,0.0,0.0,-1.0,1.0,3,0,6,DIFICULDADE
605738,Ana,0,0,0,0,5.2,5.4,5.4,4.7,0.0,3,4,4,EXATAS
528843,Ana,0,0,0,0,6.5,6.3,7.4,4.8,1.0,8,3,2,HUMANAS
399062,Ana,0,0,0,0,7.2,6.5,8.5,5.0,0.0,25,7,1,HUMANAS
696415,Ana,0,0,3,3,6.1,5.5,0.0,0.0,-1.0,4,6,1,DIFICULDADE
489174,Ana,3,1,1,1,0.0,0.0,0.0,0.0,0.0,2,0,6,DIFICULDADE
720280,Ana,0,0,0,0,6.9,6.7,6.7,6.2,1.0,3,5,4,HUMANAS
662835,Ana,1,1,3,1,0.0,0.0,0.0,-1.0,1.0,2,5,4,DIFICULDADE
289904,Ana,0,0,0,0,5.9,5.6,5.4,5.4,1.0,10,4,1,EXATAS
555179,Ana,0,0,0,0,6.1,4.3,4.8,4.7,1.0,3,4,3,DIFICULDADE
572651,Ana,0,0,0,0,6.5,6.9,5.3,5.9,1.0,2,5,3,EXATAS
817198,Ana,0,0,0,0,5.9,7.3,6.1,6.5,1.0,2,5,3,EXATAS
272086,Ana,0,0,0,0,5.5,5.7,5.3,-1.0,1.0,3,2,6,EXATAS
571026,Ana,0,0,0,0,6.4,6.7,7.5,6.2,1.0,4,5,3,HUMANAS
252509,Ana,1,3,1,1,0.0,0.0,0.0,0.0,0.0,5,4,3,DIFICULDADE
880194,Ana,0,0,0,0,5.6,5.4,6.2,5.7,1.0,1,4,6,EXATAS
581043,Ana,0,0,0,0,5.5,5.3,4.6,5.0,1.0,3,4,4,DIFICULDADE
253192,Ana,0,0,1,1,6.6,6.3,0.0,0.0,1.0,8,6,2,DIFICULDADE
362749,Ana,0,0,0,0,5.9,6.9,5.3,5.7,1.0,3,0,6,EXATAS
228186,Ana,0,0,0,0,6.7,6.0,7.1,5.2,1.0,2,4,3,HUMANAS
611230,Ana,0,0,0,0,7.3,5.9,4.9,4.2,1.0,2,3,6,EXATAS
744892,Ana,0,0,1,1,5.7,5.1,0.0,0.0,0.0,5,2,6,DIFICULDADE
249424,Ana,0,0,0,0,6.2,5.4,5.0,-1.0,1.0,4,4,2,DIFICULDADE
980851,Ana,0,0,0,0,7.3,7.3,6.6,6.4,0.0,12,7,2,HUMANAS
395504,Ana,0,0,0,0,6.5,4.5,5.3,7.0,-1.0,3,4,2,EXATAS
971805,Ana,0,0,0,0,6.3,4.8,5.8,6.3,1.0,4,3,5,EXATAS
224236,Ana,0,0,0,0,6.5,6.5,6.8,6.1,1.0,2,4,3,HUMANAS
600940,Ana,0,0,0,0,6.5,6.5,7.1,6.6,1.0,21,7,4,HUMANAS
777413,Ana,3,1,3,3,0.0,0.0,0.0,-1.0,-1.0,8,3,4,DIFICULDADE
840294,Ana,0,0,0,0,6.3,6.0,5.5,-1.0,0.0,7,4,4,EXATAS
975905,Ana,0,0,0,0,6.9,6.1,5.8,6.1,1.0,4,3,3,EXATAS
834199,Ana,0,0,0,0,7.0,7.1,5.8,6.3,0.0,15,6,3,MUITO_BOM
182452,Ana,0,0,0,0,7.5,7.3,7.0,6.5,0.0,8,5,1,HUMANAS
916535,Ana,0,0,0,0,7.0,7.0,6.0,6.0,0.0,5,4,3,EXATAS
518838,Ana,0,0,0,0,5.9,4.3,4.9,6.7,-1.0,2,2,5,EXATAS
597529,Ana,0,0,0,0,7.0,8.4,9.2,-1.0,0.0,14,4,1,EXCELENTE
223575,Ana,0,0,0,0,7.4,7.3,7.4,7.4,0.0,11,5,4,HUMANAS
493034,Ana,3,1,1,3,0.0,0.0,0.0,0.0,1.0,10,0,8,DIFICULDADE
751050,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,3,3,DIFICULDADE
812977,Ana,0,0,0,0,7.8,7.6,7.4,7.0,0.0,21,6,3,HUMANAS
105534,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,3,4,3,DIFICULDADE
462369,Ana,0,0,0,0,5.7,5.3,5.0,5.3,1.0,5,2,6,DIFICULDADE
208421,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,4,3,DIFICULDADE
366272,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,2,0,8,DIFICULDADE
154903,Ana,0,0,0,0,4.9,6.8,4.6,5.0,1.0,3,2,4,EXATAS
152757,Ana,0,0,0,0,6.6,6.4,5.6,6.3,0.0,4,5,7,EXATAS
949553,Ana,0,0,0,0,7.2,7.2,8.5,7.2,1.0,11,4,3,HUMANAS
713999,Ana,0,0,0,0,5.4,5.2,5.0,6.1,1.0,5,5,5,EXATAS
720273,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,3,3,3,DIFICULDADE
579312,Ana,0,0,0,0,6.8,6.8,4.6,-1.0,1.0,4,2,6,EXATAS
944303,Ana,0,0,0,0,6.2,6.8,5.9,5.9,0.0,8,5,2,EXATAS
635943,Ana,0,0,0,0,7.5,8.1,6.4,7.2,-1.0,16,5,6,EXCELENTE
487444,Ana,0,0,0,0,5.9,4.9,5.2,-1.0,1.0,2,1,6,DIFICULDADE
721756,Ana,0,0,0,0,5.8,5.0,5.2,5.3,1.0,14,1,6,EXATAS
725109,Ana,0,0,0,0,7.1,6.8,6.5,5.6,0.0,2,5,3,EXATAS
421820,Ana,0,0,0,0,5.8,6.0,6.0,5.5,1.0,0,0,4,EXATAS
418216,Ana,0,0,0,0,5.1,4.8,5.5,-1.0,-1.0,5,5,2,DIFICULDADE
379265,Ana,0,0,0,0,6.8,7.3,8.2,6.5,1.0,2,2,5,HUMANAS
552987,Ana,0,0,0,0,6.7,6.4,5.6,5.3,1.0,5,4,4,EXATAS
993094,Ana,0,0,0,0,7.4,7.2,8.5,6.9,0.0,3,6,3,HUMANAS
668666,Ana,0,0,0,0,5.6,6.5,7.0,5.5,-1.0,3,3,5,HUMANAS
855625,Ana,0,0,0,0,6.6,6.1,6.3,5.0,1.0,4,4,3,DIFICULDADE
537490,Ana,0,0,0,0,7.0,6.1,5.0,5.5,0.0,5,4,3,EXATAS
852203,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
606431,Ana,0,0,0,0,6.0,5.6,4.6,4.7,1.0,3,5,4,DIFICULDADE
789056,Ana,0,0,0,0,5.7,6.8,6.2,5.4,0.0,2,1,7,DIFICULDADE
673326,Ana,0,0,0,0,6.3,6.3,5.8,-1.0,0.0,7,7,2,EXATAS
565426,Ana,0,0,0,0,6.4,5.1,5.6,6.0,1.0,2,2,3,EXATAS
497452,Ana,0,0,0,0,5.9,5.3,5.0,5.0,1.0,2,1,3,DIFICULDADE
346276,Ana,0,0,0,0,7.1,8.0,6.3,-1.0,-1.0,3,3,3,EXCELENTE
569450,Ana,0,0,0,0,7.2,6.8,5.7,5.9,0.0,4,4,3,EXATAS
881596,Ana,0,0,0,0,5.8,6.3,4.8,-1.0,1.0,0,0,2,EXATAS
605219,Ana,0,0,1,1,6.5,6.3,0.0,-1.0,1.0,3,0,4,DIFICULDADE
637938,Ana,0,0,0,0,4.8,5.9,6.6,5.8,0.0,0,0,5,DIFICULDADE
923154,Ana,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,5,DIFICULDADE
898643,Ana,0,0,0,0,6.6,5.8,6.6,5.2,0.0,2,5,3,HUMANAS
882577,Ana,1,1,1,3,0.0,0.0,0.0,0.0,0.0,2,1,7,DIFICULDADE
947794,Ana,0,0,0,0,6.8,6.6,6.2,5.3,0.0,3,2,6,EXATAS
925722,Ana,1,3,1,3,0.0,0.0,0.0,0.0,1.0,3,0,8,DIFICULDADE
538578,Ana,0,0,0,0,5.6,4.6,5.3,5.3,1.0,1,1,7,EXATAS
248220,Ana,0,0,0,0,7.1,7.3,8.4,7.0,1.0,3,4,6,MUITO_BOM
459478,Ana,0,0,0,0,5.8,5.4,5.2,-1.0,0.0,3,2,3,EXATAS
900299,Ana,0,0,0,0,5.9,6.5,5.4,4.8,-1.0,2,1,6,EXATAS
175124,Ana,0,0,1,1,5.5,4.3,0.0,0.0,1.0,11,1,7,DIFICULDADE
299644,Ana,0,0,0,0,5.7,5.6,5.9,5.4,1.0,13,4,2,EXATAS
637162,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,6,3,3,DIFICULDADE
446547,Ana,0,0,0,0,7.1,7.1,5.4,5.8,1.0,6,4,4,EXATAS
935819,Ana,0,0,0,0,4.3,4.4,7.8,4.7,0.0,2,4,5,HUMANAS
630698,Ana,0,0,0,0,6.9,6.7,6.9,6.1,0.0,5,0,1,HUMANAS
874271,Ana,3,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
716513,Ana,0,0,0,0,6.1,5.9,5.5,5.5,0.0,3,2,5,EXATAS
856374,Ana,0,0,0,0,7.0,7.3,5.3,5.5,1.0,12,6,3,EXATAS
142457,Ana,0,0,0,0,6.5,5.7,6.4,-1.0,1.0,5,6,2,EXATAS
939658,Ana,0,0,0,0,7.5,6.4,7.9,5.2,0.0,5,5,3,HUMANAS
774803,Ana,0,0,0,0,7.3,7.2,8.1,4.7,1.0,5,5,3,HUMANAS
464471,Ana,0,0,0,0,6.3,6.2,5.3,5.6,0.0,7,1,7,EXATAS
266031,Ana,0,0,0,0,7.7,8.3,9.0,7.4,1.0,12,5,3,EXCELENTE
885383,Ana,0,0,0,0,6.8,6.2,6.6,5.9,0.0,5,2,6,HUMANAS
219899,Ana,0,0,0,0,5.9,4.3,4.6,4.2,1.0,3,3,5,DIFICULDADE
977707,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,0,3,DIFICULDADE
165041,Ana,0,0,0,0,6.7,6.7,5.3,5.7,1.0,4,2,4,EXATAS
621979,Ana,1,3,3,1,0.0,0.0,0.0,0.0,1.0,1,2,3,DIFICULDADE
233065,Ana,0,0,3,3,5.7,4.0,0.0,0.0,1.0,7,5,4,DIFICULDADE
534344,Ana,0,0,0,0,6.1,5.7,5.8,5.4,1.0,3,4,5,EXATAS
686942,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,3,4,DIFICULDADE
706411,Ana,0,0,0,0,6.1,6.0,5.7,6.1,-1.0,9,2,6,EXATAS
710050,Ana,0,0,0,0,6.5,6.9,5.4,5.9,1.0,4,2,6,DIFICULDADE
388962,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,2,4,5,DIFICULDADE
439961,Ana,0,0,1,1,4.7,5.8,0.0,0.0,1.0,5,0,2,DIFICULDADE
309439,Ana,0,0,0,0,6.4,7.0,5.9,4.8,0.0,5,3,5,EXATAS
418128,Ana,0,0,0,0,6.8,5.3,6.2,5.3,-1.0,4,5,3,EXATAS
299075,Ana,0,0,0,0,6.3,6.8,6.5,5.4,0.0,3,5,4,EXATAS
750120,Ana,0,0,0,0,5.6,6.2,5.3,4.6,1.0,2,2,4,EXATAS
303796,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,-1.0,8,0,3,DIFICULDADE
880417,Ana,0,0,0,0,6.6,6.0,5.2,5.4,0.0,5,4,3,EXATAS
798443,Ana,0,0,0,0,6.6,6.8,6.3,6.0,-1.0,5,4,3,MUITO_BOM
253854,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,4,4,DIFICULDADE
743294,Ana,0,0,0,0,5.0,4.6,5.4,5.1,1.0,2,2,6,EXATAS
536262,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,1,1,5,DIFICULDADE
880369,Ana,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0,2,7,DIFICULDADE
987929,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFICULDADE
336822,Ana,0,0,0,0,5.6,6.3,5.1,4.9,1.0,3,2,6,EXATAS
375737,Ana,1,1,3,1,0.0,0.0,0.0,0.0,-1.0,2,2,3,DIFICULDADE
832859,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,3,6,DIFICULDADE
662749,Ana,0,0,0,0,6.0,4.8,6.7,-1.0,1.0,9,1,7,HUMANAS
846584,Ana,0,0,0,0,6.5,5.8,8.4,6.4,1.0,13,7,2,HUMANAS
726311,Ana,0,0,0,0,6.3,5.6,8.0,4.9,-1.0,2,3,3,HUMANAS
