MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
181108,Ana,3,1,3,1,0.0,0.0,0.0,0.0,1.0,4,3,4,DIFICULDADE
183273,Ana,0,0,0,0,6.3,5.0,5.3,5.1,1.0,0,3,6,EXATAS
363750,Ana,0,0,0,0,6.6,5.9,5.0,4.7,-1.0,5,2,6,DIFICULDADE
886972,Ana,0,0,0,0,7.5,8.0,9.0,7.5,0.0,23,7,3,EXCELENTE
917719,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,2,5,DIFICULDADE
692925,Ana,0,0,0,0,6.8,7.4,6.4,6.2,1.0,5,1,6,EXATAS
980257,Ana,0,0,0,0,5.7,5.3,6.3,5.3,1.0,2,0,5,EXATAS
161842,Ana,0,0,0,0,7.5,7.2,6.4,6.1,0.0,3,6,3,EXATAS
449305,Ana,0,0,0,0,6.9,6.7,5.8,6.0,-1.0,2,1,5,EXATAS
390914,Ana,0,0,0,0,7.2,6.7,6.1,6.9,-1.0,7,5,3,EXATAS
583720,Ana,0,0,0,0,6.9,7.3,7.8,6.4,1.0,9,5,2,HUMANAS
554587,Ana,3,3,1,1,0.0,0.0,0.0,0.0,0.0,5,2,6,DIFICULDADE
965776,Ana,1,1,3,1,0.0,0.0,0.0,-1.0,1.0,2,0,8,DIFICULDADE
592793,Ana,0,0,0,0,5.9,6.8,4.8,5.0,1.0,5,2,4,EXATAS
169981,Ana,0,0,0,0,4.9,6.1,6.3,5.8,0.0,2,3,5,EXATAS
981989,Ana,0,0,0,0,7.9,8.4,10.8,7.9,-1.0,24,7,1,EXCELENTE
461026,Ana,0,0,0,0,6.0,6.1,4.8,6.0,-1.0,3,2,6,EXATAS
716950,Ana,0,0,0,0,6.2,6.8,5.2,5.5,1.0,5,2,6,DIFICULDADE
520051,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
972855,Ana,0,0,0,0,6.7,6.1,7.4,6.1,-1.0,4,4,4,HUMANAS
644264,Ana,0,0,0,0,6.7,6.9,8.4,6.1,1.0,6,5,3,HUMANAS
881926,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,2,2,6,DIFICULDADE
303125,Ana,0,0,0,0,7.6,7.5,8.6,7.0,1.0,13,6,2,MUITO_BOM
100586,Ana,0,0,0,0,6.4,6.3,5.3,5.4,0.0,8,7,1,EXATAS
941442,Ana,0,0,0,0,6.0,6.1,6.2,6.4,-1.0,4,3,3,EXATAS
591590,Ana,0,0,0,0,6.4,5.8,4.7,-1.0,1.0,5,1,4,EXATAS
742585,Ana,0,0,0,0,5.5,5.5,5.4,-1.0,1.0,2,2,6,DIFICULDADE
564076,Ana,0,0,0,0,6.9,6.0,5.9,6.4,1.0,3,2,5,EXATAS
424140,Ana,0,0,0,0,5.5,6.4,5.7,6.2,1.0,3,2,6,DIFICULDADE
275854,Ana,0,0,0,0,6.8,6.7,5.1,5.4,1.0,5,4,4,EXATAS
141611,Ana,0,0,1,1,5.6,6.4,0.0,0.0,0.0,3,4,3,EXATAS
641238,Ana,0,0,0,0,6.8,7.0,6.1,6.0,1.0,1,0,5,EXATAS
757202,Ana,0,0,0,0,6.3,5.8,5.0,-1.0,0.0,7,3,5,EXATAS
708775,Ana,0,0,0,0,6.9,7.0,7.3,6.8,1.0,24,6,2,DIFICULDADE
874369,Ana,0,0,0,0,6.3,5.0,5.1,4.3,1.0,0,3,4,DIFICULDADE
542291,Ana,0,0,0,0,6.5,6.6,5.0,6.4,0.0,4,2,6,EXATAS
394314,Ana,0,0,0,0,6.4,6.8,8.8,6.5,1.0,17,5,3,HUMANAS
192241,Ana,0,0,0,0,7.1,6.8,6.4,-1.0,0.0,4,5,3,EXATAS
935867,Ana,0,0,0,0,6.9,7.0,8.1,5.7,0.0,5,5,3,HUMANAS
422615,Ana,0,0,0,0,6.5,6.8,5.1,5.5,1.0,2,3,3,EXATAS
805132,Ana,0,0,0,0,6.4,4.9,6.5,6.2,1.0,5,3,2,EXATAS
833615,Ana,0,0,0,0,6.5,6.6,5.8,-1.0,1.0,3,1,3,EXATAS
825427,Ana,0,0,0,0,7.4,7.0,5.6,6.6,1.0,2,2,3,EXATAS
273568,Ana,0,0,0,0,6.3,5.7,5.4,4.4,1.0,4,2,5,EXATAS
472426,Ana,0,0,0,0,5.8,5.6,4.5,4.6,1.0,2,2,6,DIFICULDADE
463613,Ana,0,0,0,0,4.9,6.0,4.9,4.9,1.0,5,2,6,DIFICULDADE
691225,Ana,0,0,0,0,6.0,6.6,5.3,-1.0,1.0,8,2,3,EXATAS
171204,Ana,0,0,0,0,5.7,5.0,4.9,-1.0,0.0,6,0,1,DIFICULDADE
125772,Ana,0,0,1,1,4.4,4.8,0.0,0.0,1.0,5,3,5,DIFICULDADE
617327,Ana,0,0,0,0,7.2,7.1,6.5,6.4,1.0,4,5,5,EXATAS
534901,Ana,0,0,0,0,6.2,5.7,7.1,6.6,1.0,14,6,3,HUMANAS
881982,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFICULDADE
142002,Ana,1,1,1,1,0.0,0.0,0.0,0.0,-1.0,2,2,5,DIFICULDADE
333723,Ana,0,0,0,0,6.8,7.1,8.3,6.7,1.0,7,7,3,MUITO_BOM
219192,Ana,0,0,0,0,5.6,6.7,6.2,6.2,0.0,7,3,5,EXATAS
222431,Ana,0,0,0,0,6.4,6.8,5.7,5.1,1.0,2,3,3,EXATAS
727140,Ana,0,0,0,0,6.4,7.0,4.5,5.1,0.0,2,3,3,DIFICULDADE
585989,Ana,0,0,0,0,6.5,6.2,4.9,5.5,1.0,5,4,4,EXATAS
602456,Ana,0,0,0,0,5.2,4.9,4.8,6.3,-1.0,5,0,6,EXATAS
796956,Ana,0,0,0,0,5.5,4.1,4.8,4.9,1.0,5,1,7,DIFICULDADE
719113,Ana,0,0,0,0,7.0,7.4,7.4,6.7,1.0,5,5,3,HUMANAS
862065,Ana,0,0,0,0,7.0,7.1,6.2,7.2,0.0,3,4,5,EXATAS
901926,Ana,0,0,0,0,6.1,4.9,4.9,-1.0,-1.0,2,5,3,DIFICULDADE
998094,Ana,0,0,0,0,5.6,5.5,5.8,-1.0,1.0,2,0,8,EXATAS
595853,Ana,0,0,0,0,6.2,6.3,7.2,6.3,-1.0,3,4,3,HUMANAS
976563,Ana,0,0,0,0,6.6,6.4,6.3,5.3,1.0,5,6,3,EXATAS
644111,Ana,0,0,0,0,7.2,7.7,7.3,7.0,-1.0,0,6,5,HUMANAS
968848,Ana,0,0,0,0,6.5,6.3,5.8,4.4,-1.0,4,2,6,EXATAS
379511,Ana,0,0,0,0,6.8,6.3,5.3,6.8,1.0,5,5,3,EXATAS
575572,Ana,0,0,0,0,6.9,6.3,7.1,-1.0,-1.0,1,5,4,HUMANAS
763863,Ana,1,1,3,1,0.0,0.0,0.0,0.0,0.0,3,5,3,DIFICULDADE
189759,Ana,0,0,0,0,6.9,6.8,7.4,6.5,-1.0,1,3,5,HUMANAS
992258,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,3,6,DIFICULDADE
312017,Ana,1,3,1,3,0.0,0.0,0.0,0.0,-1.0,11,2,3,DIFICULDADE
676989,Ana,0,0,0,0,5.3,5.0,6.2,5.1,0.0,1,2,6,EXATAS
349530,Ana,0,0,0,0,7.8,8.0,6.2,-1.0,0.0,13,5,3,EXATAS
584028,Ana,0,0,0,0,8.0,8.1,10.0,8.0,0.0,17,7,2,EXCELENTE
560574,Ana,3,1,1,1,0.0,0.0,0.0,0.0,1.0,6,2,3,DIFICULDADE
539220,Ana,0,0,0,0,6.1,5.5,4.5,5.5,-1.0,9,2,4,EXATAS
938511,Ana,0,0,0,0,6.1,6.3,5.2,5.3,-1.0,4,4,4,EXATAS
242831,Ana,0,0,0,0,7.1,6.7,5.0,5.6,-1.0,9,6,1,EXATAS
858376,Ana,0,0,0,0,6.5,6.3,7.2,6.8,0.0,5,4,3,HUMANAS
861976,Ana,0,0,0,0,6.1,5.3,6.4,5.6,-1.0,2,2,3,EXATAS
312350,Ana,3,1,1,1,0.0,0.0,0.0,0.0,-1.0,5,4,2,DIFICULDADE
479151,Ana,1,3,3,1,0.0,0.0,0.0,0.0,-1.0,7,2,7,DIFICULDADE
469720,Ana,1,3,1,3,0.0,0.0,0.0,0.0,0.0,4,3,5,DIFICULDADE
751071,Ana,0,0,0,0,6.4,5.4,5.4,-1.0,1.0,8,2,2,EXATAS
813916,Ana,0,0,0,0,5.3,5.2,5.6,4.7,1.0,5,3,4,EXATAS
178259,Ana,0,0,0,0,6.3,6.2,5.5,6.4,1.0,3,2,7,EXATAS
905757,Ana,0,0,0,0,7.5,7.3,8.1,6.7,0.0,3,2,5,HUMANAS
715844,Ana,0,0,0,0,4.8,5.9,4.8,5.4,-1.0,1,2,6,EXATAS
575457,Ana,0,0,0,0,6.8,6.5,7.7,6.6,0.0,4,6,2,HUMANAS
990818,Ana,0,0,0,0,6.6,6.5,6.4,6.2,1.0,4,3,5,EXATAS
964622,Ana,0,0,0,0,6.2,5.1,5.3,6.7,1.0,15,4,3,EXATAS
303353,Ana,0,0,0,0,6.8,7.1,6.0,6.4,0.0,4,1,7,EXATAS
223103,Ana,0,0,0,0,5.4,6.1,4.8,5.0,1.0,1,2,6,DIFICULDADE
729823,Ana,0,0,0,0,5.3,5.7,5.4,4.8,1.0,3,2,5,DIFICULDADE
414448,Ana,0,0,0,0,6.2,5.4,6.0,4.4,1.0,8,2,6,DIFICULDADE
864249,Ana,0,0,0,0,6.5,7.0,6.0,5.2,1.0,5,2,3,EXATAS
453460,Ana,0,0,0,0,6.0,6.7,4.9,5.1,-1.0,3,1,7,EXATAS
590145,Ana,0,0,0,0,4.5,6.2,5.2,4.5,-1.0,4,4,3,DIFICULDADE
968680,Ana,0,0,0,0,5.9,6.3,6.1,5.9,0.0,2,0,3,EXATAS
208347,Ana,0,0,0,0,5.7,5.6,6.7,4.8,-1.0,2,2,6,DIFICULDADE
344822,Ana,0,0,0,0,6.7,7.6,8.1,-1.0,0.0,6,5,4,HUMANAS
956596,Ana,1,1,1,3,0.0,0.0,0.0,0.0,1.0,0,3,6,DIFICULDADE
263367,Ana,0,0,0,0,6.6,7.0,6.2,6.4,1.0,4,2,3,EXATAS
366204,Ana,0,0,0,0,7.2,7.4,5.9,6.2,-1.0,5,7,3,EXATAS
971594,Ana,0,0,0,0,6.0,4.5,5.4,5.3,1.0,3,3,3,EXATAS
445804,Ana,0,0,0,0,7.3,7.7,8.5,7.7,0.0,9,6,3,EXCELENTE
962643,Ana,0,0,0,0,4.8,5.7,4.9,6.2,1.0,2,0,8,DIFICULDADE
353221,Ana,0,0,0,0,6.2,5.7,4.9,-1.0,1.0,3,4,4,EXATAS
989395,Ana,0,0,0,0,4.9,4.9,4.7,5.2,1.0,3,3,3,EXATAS
452475,Ana,0,0,0,0,6.2,4.6,6.6,4.9,-1.0,10,6,5,HUMANAS
156223,Ana,0,0,0,0,7.3,7.1,5.7,-1.0,1.0,2,3,3,EXATAS
421435,Ana,0,0,0,0,6.8,7.2,6.5,6.7,-1.0,5,5,3,EXATAS
623352,Ana,0,0,0,0,5.1,5.4,5.2,4.2,1.0,0,4,4,DIFICULDADE
704885,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
734430,Ana,0,0,0,0,7.2,6.6,8.9,5.8,1.0,5,2,6,HUMANAS
974995,Ana,0,0,0,0,5.9,4.7,4.9,5.6,1.0,3,3,5,DIFICULDADE
230769,Ana,3,1,1,1,0.0,0.0,0.0,0.0,0.0,9,5,3,DIFICULDADE
298871,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,5,5,DIFICULDADE
830265,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,-1.0,1,0,3,DIFICULDADE
750118,Ana,0,0,0,0,6.4,6.4,6.9,4.6,1.0,6,2,1,HUMANAS
776469,Ana,3,3,1,3,0.0,0.0,0.0,0.0,-1.0,2,3,3,DIFICULDADE
280067,Ana,0,0,0,0,6.3,6.6,4.8,4.2,1.0,5,4,3,DIFICULDADE
291918,Ana,0,0,0,0,6.2,6.0,5.0,5.5,-1.0,2,2,6,EXATAS
244642,Ana,0,0,0,0,5.9,5.6,5.7,5.1,1.0,2,2,5,EXATAS
775208,Ana,0,0,0,0,7.3,7.3,5.4,6.1,0.0,5,5,3,EXATAS
268361,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,10,5,3,DIFICULDADE
712092,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,19,7,1,DIFICULDADE
561174,Ana,0,0,0,0,7.4,6.9,8.0,7.1,-1.0,5,6,3,HUMANAS
453509,Ana,0,0,0,0,7.1,7.3,6.7,-1.0,1.0,7,3,1,HUMANAS
731861,Ana,0,0,0,0,7.3,7.1,8.4,7.2,1.0,6,5,3,MUITO_BOM
270638,Ana,0,0,0,0,6.1,6.6,6.5,6.3,-1.0,4,0,3,EXATAS
361789,Ana,3,1,1,1,0.0,0.0,0.0,-1.0,1.0,3,0,3,DIFICULDADE
391012,Ana,0,0,0,0,5.8,5.9,5.1,4.6,1.0,17,5,2,EXATAS
650931,Ana,0,0,0,0,6.8,6.8,6.5,-1.0,0.0,5,6,3,EXATAS
252654,Ana,0,0,0,0,6.5,5.5,5.1,4.2,0.0,2,0,3,EXATAS
915845,Ana,0,0,0,0,6.4,6.0,5.8,4.6,1.0,3,2,1,EXATAS
538099,Ana,0,0,0,0,5.9,7.0,5.5,6.1,0.0,13,5,8,EXATAS
883510,Ana,0,0,0,0,5.7,4.7,5.5,4.9,1.0,2,2,5,EXATAS
474573,Ana,3,3,1,1,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFICULDADE
521812,Ana,1,1,3,1,0.0,0.0,0.0,-1.0,-1.0,3,1,6,DIFICULDADE
238342,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFICULDADE
345557,Ana,0,0,0,0,4.9,6.1,6.1,-1.0,0.0,2,5,4,EXATAS
548686,Ana,0,0,0,0,6.0,4.9,6.7,4.5,0.0,8,5,1,HUMANAS
233637,Ana,0,0,0,0,8.5,8.8,9.6,8.0,0.0,5,6,2,EXCELENTE
771504,Ana,0,0,0,0,6.2,5.1,4.5,5.2,-1.0,4,1,6,DIFICULDADE
677845,Ana,0,0,0,0,6.0,5.9,6.1,5.0,1.0,3,2,6,EXATAS
392009,Ana,0,0,0,0,7.1,5.1,6.3,6.9,1.0,15,6,1,EXATAS
169194,Ana,0,0,0,0,5.9,4.7,4.7,5.5,1.0,1,2,6,EXATAS
143717,Ana,0,0,0,0,4.9,5.1,5.1,4.4,1.0,5,2,6,DIFICULDADE
773181,Ana,0,0,0,0,7.3,7.4,5.9,6.2,1.0,3,0,3,EXATAS
349846,Ana,0,0,0,0,7.1,7.2,7.8,6.5,1.0,4,5,6,HUMANAS
130853,Ana,0,0,0,0,6.5,4.9,5.1,-1.0,1.0,2,5,4,DIFICULDADE
226529,Ana,0,0,0,0,6.8,7.7,7.0,6.2,-1.0,13,5,1,HUMANAS
282266,Ana,0,0,0,0,5.9,5.4,5.5,4.5,1.0,2,3,6,EXATAS
916246,Ana,0,0,0,0,7.0,6.3,6.0,6.1,0.0,0,5,3,EXATAS
735292,Ana,0,0,0,0,7.3,7.9,6.6,6.0,1.0,7,5,2,MUITO_BOM
392049,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,2,DIFICULDADE
588183,Ana,0,0,0,0,5.6,5.3,4.8,6.2,-1.0,5,0,2,DIFICULDADE
178530,Ana,0,0,0,0,7.1,6.7,5.9,5.3,0.0,4,4,3,DIFICULDADE
399070,Ana,0,0,0,0,6.2,6.4,5.9,5.3,-1.0,5,4,4,EXATAS
995280,Ana,0,0,1,1,6.8,7.3,0.0,0.0,0.0,2,6,3,DIFICULDADE
990573,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,3,6,DIFICULDADE
158183,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,6,3,DIFICULDADE
592619,Ana,0,0,0,0,6.2,6.3,7.3,6.0,1.0,2,3,5,HUMANAS
977233,Ana,0,0,0,0,6.3,6.7,5.4,5.5,0.0,2,5,2,EXATAS
780291,Ana,0,0,0,0,5.2,5.0,6.7,4.6,0.0,5,5,3,DIFICULDADE
756260,Ana,0,0,0,0,7.8,7.7,5.9,7.5,-1.0,0,6,2,EXATAS
449176,Ana,0,0,0,0,7.0,7.2,5.0,5.8,-1.0,5,7,1,DIFICULDADE
421345,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
235299,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,5,2,DIFICULDADE
385596,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,3,6,DIFICULDADE
349280,Ana,0,0,0,0,6.8,7.0,7.9,6.2,0.0,4,3,3,HUMANAS
701888,Ana,0,0,0,0,5.8,5.5,6.7,5.2,1.0,4,0,3,HUMANAS
362978,Ana,0,0,0,0,6.7,7.1,6.4,6.8,1.0,23,7,3,EXATAS
831579,Ana,0,0,0,0,6.3,6.8,6.0,5.1,0.0,4,1,3,EXATAS
375994,Ana,0,0,0,0,6.1,6.9,5.2,5.6,0.0,4,2,4,DIFICULDADE
361106,Ana,1,1,1,3,0.0,0.0,0.0,0.0,0.0,4,2,3,DIFICULDADE
436141,Ana,0,0,0,0,7.3,7.0,6.8,5.4,0.0,6,2,3,HUMANAS
411088,Ana,0,0,0,0,6.8,6.4,4.9,4.8,1.0,3,0,3,DIFICULDADE
449199,Ana,0,0,0,0,6.2,5.4,6.1,5.0,-1.0,12,4,1,EXATAS
827778,Ana,0,0,0,0,6.0,6.6,6.2,5.7,-1.0,4,5,3,EXATAS
639322,Ana,0,0,0,0,8.2,8.1,8.0,-1.0,0.0,15,0,1,EXCELENTE
967163,Ana,0,0,1,1,6.7,5.4,0.0,-1.0,1.0,5,2,2,DIFICULDADE
606264,Ana,0,0,0,0,6.1,6.1,6.1,5.3,-1.0,10,4,3,EXATAS
748553,Ana,0,0,0,0,7.0,6.2,7.3,6.9,0.0,9,5,2,MUITO_BOM
540549,Ana,0,0,0,0,6.0,5.4,6.7,5.2,0.0,4,3,6,HUMANAS
142161,Ana,1,1,3,1,0.0,0.0,0.0,0.0,0.0,5,4,5,DIFICULDADE
689419,Ana,0,0,0,0,5.8,5.4,5.4,5.1,1.0,3,7,3,EXATAS
595723,Ana,0,0,0,0,4.8,5.7,5.8,4.6,-1.0,4,5,2,EXATAS
791515,Ana,0,0,0,0,6.4,5.9,5.1,6.5,0.0,2,2,3,EXATAS
426189,Ana,3,1,1,3,0.0,0.0,0.0,0.0,0.0,2,1,8,DIFICULDADE
142668,Ana,0,0,0,0,6.1,5.4,4.9,5.2,1.0,5,3,3,EXATAS
925485,Ana,0,0,0,0,6.2,5.0,5.9,6.8,1.0,2,3,5,EXATAS
922487,Ana,0,0,0,0,6.8,6.6,8.3,7.6,0.0,7,5,3,HUMANAS
432578,Ana,0,0,0,0,6.7,7.3,6.5,5.3,0.0,2,5,3,EXATAS
279431,Ana,0,0,0,0,6.4,6.6,5.3,6.1,1.0,5,3,6,EXATAS
701029,Ana,0,0,0,0,6.2,6.4,6.4,6.4,0.0,10,5,2,EXATAS
789804,Ana,0,0,0,0,6.2,6.8,5.7,5.7,1.0,3,2,5,EXATAS
880665,Ana,0,0,0,0,6.7,5.6,5.1,5.4,1.0,3,4,3,DIFICULDADE
602648,Ana,1,1,3,1,0.0,0.0,0.0,-1.0,1.0,2,5,3,DIFICULDADE
666956,Ana,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,2,6,DIFICULDADE
100004,Ana,0,0,0,0,6.5,6.7,6.8,7.1,0.0,9,5,5,HUMANAS
477729,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFICULDADE
221613,Ana,0,0,0,0,6.2,5.7,4.6,-1.0,-1.0,3,1,7,EXATAS
186625,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,-1.0,2,2,6,DIFICULDADE
388067,Ana,0,0,0,0,5.8,5.0,6.3,4.5,1.0,2,5,2,EXATAS
838005,Ana,0,0,0,0,5.8,4.1,6.2,5.7,0.0,2,5,3,EXATAS
504812,Ana,0,0,0,0,6.2,6.8,6.2,5.8,0.0,6,2,4,EXATAS
208629,Ana,1,3,1,1,0.0,0.0,0.0,0.0,1.0,4,5,2,DIFICULDADE
452783,Ana,0,0,0,0,5.6,4.8,4.7,5.5,1.0,3,3,3,DIFICULDADE
448142,Ana,0,0,0,0,7.1,7.1,5.0,4.5,0.0,9,6,3,EXATAS
795368,Ana,0,0,0,0,7.2,7.4,6.4,6.9,0.0,5,5,3,EXATAS
481372,Ana,0,0,1,1,6.7,5.2,0.0,0.0,0.0,13,0,5,DIFICULDADE
377142,Ana,0,0,0,0,5.4,5.4,4.6,5.5,-1.0,0,1,6,EXATAS
889629,Ana,0,0,0,0,6.5,6.5,5.0,-1.0,0.0,2,3,3,EXATAS
729960,Ana,0,0,0,0,5.0,5.4,4.8,5.0,0.0,3,1,4,EXATAS
173117,Ana,0,0,0,0,6.6,6.1,5.7,6.2,1.0,10,5,3,EXATAS
514143,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,3,DIFICULDADE
903349,Ana,0,0,0,0,7.3,7.0,6.2,5.6,0.0,4,0,8,EXATAS
748529,Ana,0,0,0,0,6.1,4.9,4.7,4.3,1.0,6,0,3,EXATAS
517310,Ana,0,0,0,0,7.8,8.1,8.3,-1.0,1.0,3,5,2,MUITO_BOM
894893,Ana,0,0,0,0,5.8,5.0,6.0,4.9,1.0,3,2,5,DIFICULDADE
782614,Ana,0,0,0,0,6.0,5.1,5.3,5.0,1.0,4,1,6,EXATAS
140173,Ana,0,0,0,0,7.1,8.0,7.5,6.4,0.0,3,0,3,HUMANAS
562564,Ana,0,0,0,0,6.0,6.3,5.6,5.6,-1.0,2,0,3,EXATAS
359043,Ana,0,0,0,0,6.6,6.2,5.2,5.6,1.0,5,0,8,EXATAS
929329,Ana,0,0,0,0,7.0,7.1,6.7,4.9,0.0,14,0,1,DIFICULDADE
467116,Ana,0,0,0,0,7.2,7.0,6.5,-1.0,-1.0,6,5,3,EXATAS
847301,Ana,0,0,0,0,4.5,5.3,6.2,5.3,-1.0,3,4,3,DIFICULDADE
166361,Ana,0,0,0,0,6.1,5.9,5.0,5.4,0.0,2,4,3,EXATAS
588423,Ana,1,3,3,1,0.0,0.0,0.0,-1.0,0.0,4,5,6,DIFICULDADE
961743,Ana,0,0,0,0,6.2,5.3,5.4,4.6,1.0,3,0,4,EXATAS
842433,Ana,1,1,3,1,0.0,0.0,0.0,0.0,-1.0,2,5,3,DIFICULDADE
580513,Ana,0,0,0,0,6.4,5.8,6.7,5.3,0.0,5,5,4,HUMANAS
720241,Ana,0,0,0,0,6.6,5.3,5.1,5.0,0.0,8,5,6,EXATAS
315890,Ana,0,0,0,0,6.1,6.8,4.8,5.3,-1.0,3,3,4,EXATAS
842795,Ana,0,0,0,0,5.7,6.4,6.7,-1.0,1.0,0,3,5,DIFICULDADE
119595,Ana,1,1,3,1,0.0,0.0,0.0,0.0,1.0,9,2,6,DIFICULDADE
315128,Ana,0,0,0,0,6.5,6.7,5.5,5.0,1.0,3,5,3,EXATAS
545497,Ana,0,0,0,0,6.6,6.3,5.6,5.9,0.0,14,0,1,EXATAS
588597,Ana,0,0,0,0,6.8,7.0,6.9,6.5,1.0,2,5,3,HUMANAS
512431,Ana,0,0,0,0,5.5,4.7,6.1,6.1,0.0,6,3,3,EXATAS
526468,Ana,0,0,0,0,4.7,4.9,6.5,4.8,0.0,0,2,6,EXATAS
812468,Ana,0,0,0,0,6.6,6.9,5.7,-1.0,-1.0,7,7,1,MUITO_BOM
270296,Ana,1,3,1,1,0.0,0.0,0.0,-1.0,1.0,4,2,6,DIFICULDADE
167572,Ana,0,0,1,1,6.3,6.1,0.0,0.0,-1.0,2,1,6,DIFICULDADE
947185,Ana,0,0,0,0,6.2,6.2,5.8,5.9,1.0,2,3,4,EXATAS
737470,Ana,0,0,0,0,4.6,4.9,4.6,-1.0,1.0,2,0,1,EXATAS
183748,Ana,0,0,0,0,6.4,6.0,7.0,-1.0,1.0,2,3,5,HUMANAS
753386,Ana,0,0,0,0,5.5,5.8,5.5,-1.0,0.0,5,0,8,EXATAS
750518,Ana,1,3,1,1,0.0,0.0,0.0,0.0,0.0,3,0,4,DIFICULDADE
672423,Ana,0,0,0,0,6.1,6.0,5.5,6.2,1.0,6,3,7,EXATAS
909533,Ana,0,0,0,0,6.4,6.0,6.1,6.3,1.0,14,5,4,EXATAS
735533,Ana,0,0,0,0,6.8,6.7,7.4,-1.0,1.0,6,2,5,MUITO_BOM
732489,Ana,0,0,0,0,6.3,6.4,4.6,5.7,-1.0,2,3,7,EXATAS
139101,Ana,0,0,0,0,7.7,7.9,9.3,-1.0,0.0,25,7,1,EXCELENTE
274925,Ana,0,0,0,0,6.9,5.9,5.6,6.5,1.0,2,0,3,EXATAS
257748,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0,3,8,DIFICULDADE
363606,Ana,0,0,0,0,5.9,4.8,4.7,4.5,1.0,3,2,5,DIFICULDADE
400424,Ana,0,0,0,0,6.5,5.5,5.2,-1.0,-1.0,2,4,6,EXATAS
178637,Ana,0,0,0,0,7.1,7.2,6.8,7.1,0.0,11,6,3,HUMANAS
900941,Ana,0,0,1,1,4.4,5.4,0.0,-1.0,-1.0,0,2,4,DIFICULDADE
774258,Ana,0,0,0,0,6.1,6.6,4.7,4.8,0.0,3,5,3,EXATAS
665989,Ana,0,0,0,0,5.6,5.5,5.4,-1.0,1.0,5,6,5,EXATAS
968870,Ana,0,0,0,0,4.6,5.5,6.1,6.1,-1.0,12,5,3,EXATAS
759430,Ana,0,0,0,0,6.2,7.0,5.9,6.1,0.0,10,7,3,EXATAS
578824,Ana,0,0,0,0,5.8,5.7,5.8,-1.0,1.0,6,2,6,EXATAS
365064,Ana,0,0,0,0,4.9,5.6,4.6,-1.0,-1.0,6,0,6,DIFICULDADE
181666,Ana,0,0,0,0,4.9,6.4,4.6,4.3,1.0,1,3,6,DIFICULDADE
781239,Ana,0,0,0,0,5.8,5.0,6.2,-1.0,1.0,3,5,3,EXATAS
474443,Ana,0,0,0,0,8.1,7.7,8.7,7.5,0.0,9,4,3,MUITO_BOM
181908,Ana,0,0,0,0,6.3,5.9,6.0,6.4,1.0,4,3,6,EXATAS
200418,Ana,0,0,0,0,7.4,7.4,8.5,-1.0,1.0,9,5,4,MUITO_BOM
182065,Ana,0,0,0,0,6.7,6.6,6.5,5.0,0.0,14,6,1,EXATAS
755584,Ana,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,3,5,DIFICULDADE
342530,Ana,0,0,0,0,6.1,6.8,5.5,6.3,0.0,9,5,3,EXATAS
109645,Ana,0,0,0,0,5.4,6.2,5.6,4.6,-1.0,5,2,6,EXATAS
429334,Ana,0,0,0,0,6.2,6.1,5.6,5.6,1.0,5,2,3,EXATAS
243910,Ana,0,0,0,0,5.0,5.6,5.0,-1.0,1.0,5,4,2,EXATAS
907392,Ana,0,0,0,0,6.8,7.5,7.2,6.3,1.0,3,6,3,HUMANAS
386570,Ana,1,1,1,1,0.0,0.0,0.0,-1.0,1.0,2,2,6,DIFICULDADE
